"PMID","PMCID","DOI","Publisher","Owned by","ISSN","Journal Impact Factor","Journal title","Hybrid or Pure OA?","Article title","Citations Google Scholar","Altmetric score","CC licence type","Is article Open Access?","Cost","Contributor","Notes"
23019360,"PMC3465279",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Upper Airways Microbiota in Antibiotic-NaÃ¯ve Wheezing and Healthy Infants from the Tropics of Rural Ecuador",,,,,"846.32",,
23011798,"PMC3519837",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Long-lived Memory B-cell Responses Following BCG Vaccination",,,,,"844.52",,
23213201,,,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Early differential gene expression in haemocytes from resistant and susceptible Biomphalaria glabrata strains in response to Schistosoma mansoni",,,,,"843.78",,
24118397,"PMC3823974",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Changing use of surgical antibiotic prophylaxis in thika hospital, kenya: a quality improvement intervention with an interrupted time series design.",,,,,"843.72",,
23129660,"PMC3507950",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Systematic review of TST responses in people living with HIV in under-resourced settings: implications for isoniazid preventive therapy.",,,,,"842.54",,
21135206,"PMC3517620",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Impact of anthelminthic treatment in pregnancy and childhood on immunisations, infections and eczema in childhood: a randomised controlled trial.",,,,,"842.54",,
23386723,"PMC3769242",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Circulating antibody and memory B-Cell responses to C. difficile toxins A and B in patients with C. difficile-associated diarrhoea, inflammatory bowel disease and cystic fibrosi",,,,,"842.17",,
23671116,"PMC3519635",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Retinal arterioles narrow with increasing duration of anti-retroviral therapy in HIV infection",,,,,"841.65",,
22733779,"PMC3547960",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Association study of 25 type 2 diabetes related loci with measures of obesity in Indian sib pairs",,,,,"841.65",,
,"PMC3759789",,"Frontiers",,,,"Frontiers in Developmental Psychology","Pure OA","Severity of specific language impairment predicts delayed development in number skills",,,,,"840.19",,
23924687,"PMC3507620",,"Elsevier","Elsevier","0378-3782",,"Early Human Development",,"Managing Severe infection in infancy in resource poor settings",,,,,"838.35",,
23404744,"PMC3590462",,"Frontiers",,"1662-5161",,"Frontiers in Human Neuroscience","Pure OA","Dysregulated but not decreased salience network activity in schizophrenia",,,,,"837.74",,
22925518,"PMC3487758",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Fibrillin-1 mutations causing Weill-Marchesani syndrome and Acromicric and Geleophysic Dysplasias",,,,,"836.43",,
22796629,"PMC3527487",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","The ETS transcription factors ELK1 and GABPA regulate different gene networks to control MCF10A breast epithelial cell migration",,,,,"836.43",,
22766008,"PMC3489689",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Spatiotemporal and functional characterisation of the plasmodium falciparum cGMP-dependent protein k",,,,,"836.02",,
23398374,"PMC3763426",,"Portland Press",,"0144-8463",,"Bioscience Reports",,"Genetic and structural validation of Aspergillus fumigatus N-acetylphosphoglucosamine mutase as an antifungal target.",,,,,"834.00",,
,"PMC3511128",,"National Academy of Sciences, USA",,"1091-6490",9.74,"PNAS","Hybrid","The impact of pyrethroid resistance on operational malaria control",,,,,"831.09",,
23375993,"PMC3471887",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Determining mycobacterium tuberculosis infection among BCG-immunised Ugandan children by T-SPOT.TB",,,,,"830.97",,
23677344,"PMC3558488",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Host responses to melioidosis and tuberculosis are both dominated by interferon-mediated signalling",,,,,"830.05",,
23804618,"PMC3712184",,"Frontiers",,,,"Frontiers in Electrophysiology","Pure OA","Bridging the gap between computation and clinical biology: validation of cable theory in humans",,,,,"827.13",,
,"PMC3747448",,"Frontiers",,"1662-5161",,"Frontiers in Human Neuroscience","Pure OA","Characterising Ageing in the Human Brainstem Using Quantitative Multimodal MRI Analysis",,,,,"827.13",,
22171404,"PMC3474786",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Hypertension and obesity in adults living in ahigh HIV prevalence rural area in South Africa",,,,,"825.68",,
23034708,"PMC3532207",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Cell-Free (RNA) and Cell-Associated (DNA) HIV-1 and postnatal transmission through breastfeeding",,,,,"825.68",,
23097516,"PMC3720940",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Population-based CD4 counts in a rural area in South Africa with high HIV prevalence and high antire",,,,,"825.68",,
23222445,"PMC3749184",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","High-levels of acquired drug resistance in adult patients failing first-line antiretroviral therapy",,,,,"825.68",,
23782883,"PMC3797035",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Decreased chronic morbidity but elevated HIV associated cytokine levels in HIV-infected older adults",,,,,"825.68",,
21849316,,,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Exclusive breastfeeding, diarrhoel morbidity and all-couse mortality in infnats of HIV infected",,,,,"825.68",,
23677345,"PMC3720283",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Spatial clustering of all-cause and HIV-rlated mortality in a rural South African population.",,,,,"825.68",,
23015626,,,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Exclusive breastfeeding, diarrhoel morbidity and all-couse mortality in infnats of HIV infected",,,,,"825.68",,
22653709,"PMC3555827",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Comparison of alternative evidence summary and presentation formats in clinical guideline development: a mixed-method study.",,,,,"825.68",,
23322746,"PMC3646760",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Malaria Control and the intensity of Plasmodium Falciparum Transmission in Namibia 1969-1992",,,,,"825.68",,
21985771,"PMC3637378",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Childhood Malaria Admission Rates to Four Hospitals in Malawi between 2000 and 2010.",,,,,"825.68",,
22965681,"PMC3691111",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Assessment of health benefits and cost-effectiveness of 10-valent and 13-valent pneumococcal conjugate vaccination in Kenyan children.",,,,,"825.68",,
23504825,"PMC3726600",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Plasmodium falciparum vary Gene Expression Homogeneity as a Marker of the Host-Parasite Relationship under Different Levels of Naturally Acquired Immunity to Malaria.",,,,,"825.68",,
22997008,"PMC3530465",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","The Incidence and Clinical Burden of Respiratory Syncytial Virus Disease Identified through Hospital Outpatient Presentations in Kenyan Children.",,,,,"825.68",,
22186015,"PMC3480384",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","A cost effectiveness and capacity analysis for the introduction of universal rotavirus vaccination in Kenya: comparison between Rotarix and RotaTeq vaccines.",,,,,"825.68",,
22149328,"PMC3525566",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Costs and cost-effectiveness of a mobile phone text-message reminder programmes to improve health workers' adherence to malaria guidelines in Kenya",,,,,"825.68",,
,"PMC3531328",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","A Statistical Interaction between Circumsporozoite Protein-Specific T Cell and Antibody Responses and Risk of Clinical Malaria Episodes following Vaccination with RTS,S/AS01E.",,,,,"825.68",,
,"PMC3530478",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Lack of Avidity Maturation of Merozoite Antigen-Specific Antibodies with Increasing Exposure to Plasmodium falciparum amongst Children and Adults Exposed to Endemic Malaria in Kenya",,,,,"825.68",,
,"PMC3544761",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Understanding the Impact of subsidizing Artemisinin-based Combination Therapies (ACTs) in the Retail Sector - Results from Focus Group Discussion in rural Kenya",,,,,"825.68",,
,"PMC3569446",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","The words will pass with the blowing wind; staff and parent views of the deferred consent process, with prior assent, used in an emergency fluids trial in two African hospitals",,,,,"825.68",,
22781166,"PMC3577721",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","The ratio of monocytes to lymphocytes in peripheral blood correlates with increased susceptibility to clinical malaria in Kenyan children.",,,"CC-BY","Yes ","825.68",,
22775499,,,"Frontiers",,"1662-5161",,"Frontiers in Human Neuroscience","Pure OA","Self-associations influence task-performance through Bayesian inference",,,,,"825.37",,
22547656,,,"Federation of American Societies for Experimental Biology",,"0892-6638",,"FASEB Journal",,"Asprin-triggered 15-epi lipoxin A4 predicts cyclooxygenase-2 in the lungs of LPS-treated mice but not in the circulation:implications for a clinical test",,,,,"824.16",,
,"PMC3668263",,"Frontiers",,"1662-5102",,"Frontiers in Cellular Neuroscience","Pure OA","LRRK2: an Eminence grise of Wnt-mediated neurogenesis",,,,,"821.98",,
23627368,"PMC3676342",,"Frontiers",,,,"Frontiers in Schizophrenia","Pure OA","The computational anatomy of psychosis",,,,,"821.98",,
23082758,"PMC3540408",,"Frontiers",,"1662-5110",,"Frontiers in Neural Circuits","Pure OA","Ionotropic receptors at hippocampal mossy fibres: roles in axonal excitability, synaptic transmission and plasticity",,,,,"819.45",,
23170778,"PMC3729655",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","Telomeric repeats facilitate CENP-ACnp1 incorporation via telomere binding proteins",,,"CC-BY","Yes ","819.34",,
23407782,"PMC3689257",,"Frontiers",,,,"Frontiers in Auditory Cognitive Neuroscience","Pure OA","The brain basis of musicophilia: evidence from frontotemporal lobar degeneration",,,,,"815.98",,
23517310,"PMC3685810",,"Frontiers",,"1662-5153",,"Frontiers in Behavioral Neuroscience","Pure OA","Flow parsing and heading perception show similar dependence on quality and quantity of optic flow",,,,,"813.90",,
23705951,"PMC3689323",,"Frontiers",,"1662-5153",,"Frontiers in Behavioral Neuroscience","Pure OA","Heading recovery from optic flow: comparing performance of humans and computational models",,,,,"813.90",,
,"PMC3674087",,"Landes Bioscience",,"1551-4005",5.24,"Cell Cycle","Hybrid","Mcm8 and Mcm9 form a dimeric complex in Xenopus laevis egg extract that is not essential for DNA replication initiation",,,,,"812.96",,
22050916,"PMC3612795",,"BMJ Group",,"1756-1833",17.22,"British Medical Journal","Hybrid","Study protocol for a randomised controlled double-blinded trial of the dose-dependent efficacy and safety of primaquine for clearance of gametocytes in children with uncomplicated falciparum malaria in Uganda.",,,"CC-BY-NC",,"810.00","Jenny Molloy",
23763300,"PMC3491520",,"National Academy of Sciences, USA",,"1091-6490",9.74,"PNAS","Hybrid","Cyclooxygenase-1, not cyclooxygenase-2, is responsible for physiological production of prostracyclin in the cardiovascular system",,,,,"809.62",,
16658702,"PMC3694955",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","On the importance of countergradients for the development of retinotopy: Insights from a generalised Insights from a generalised",,,"CC-BY","Yes ","809.29",,
21255266,"PMC3584288",,"Nature Publishing Group",,"0160-9009",,"Frontiers",,"Visual surround suppression in schizophrenia",,,,,"808.85",,
22716960,"PMC3077429",,"MIT Press",,"0898-929X",,"Journal of Cognitive Neuroscience",,"Executive-semantic processing is underpinned by a large-scale network: Revealing the contribution of left prefrontal, posterior temporal and parietal cortex to controlled retrieval and selection using TMS",,,,,"808.85",,
23824939,"PMC3644713",,"Frontiers",,,,"Frontiers in Cognition","Pure OA","Persistence of internal representations of alternative voluntary actions",,,,,"808.22",,
22123990,"PMC3606566","10.1107/S1744309113002352","International Union of Crystallography",,"2053-230X",0.55,"Acta Crystallographica F","Hybrid","Structure of Pseudomonas aeruginosa inosine 5'-monophosphate dehydrogenase",2,,"CC-BY","Yes ","807.67","Theo Andrew",
,"PMC3637335",,"Landes Bioscience",,"1551-4005",5.24,"Cell Cycle","Hybrid","Dma/RNF8 proteins are evolutionarily conserved E3 ubiquitin ligases that target septins",,,,,"804.61",,
23781289,,,"Sage",,"0265-6914",,"European History Quarterly",,"Images and Meaning - Making in a World of Resemblance: The Bavarian-Saxon Kidney Stone Affair of 1580.",,,,,"800.00",,
22777780,"PMC3491872",,"The Sheridan Press",,"0008-5472",,"Cancer Research",,"T cell trafficking facilitated by high endothelial venules is required for tumor control after regulatory T cell depletion",,,,,"799.44",,
21123519,"PMC3785137",,"MIT Press",,"0898-929X",,"Journal of Cognitive Neuroscience",,"Perceptual Integration for Qualitatively Different 3D Cues",,,,,"797.88",,
24273450,"PMC3566186",,"PLOS","PLOS","1932-6203",3.73,"PLOS One","Pure OA","A Method for Positive and Negative Selection of Plasmodium falciparum Platelet-Mediated Clumping Parasites",,,"CC-BY","Yes ","794.93",,
19196878,"PMC3752214",,"National Academy of Sciences, USA",,"1091-6490",9.74,"PNAS","Hybrid","Progressive hearing loss and gradual deterioration of sensory hair bundles in the ears of mice lacking the actin-binding protein Eps8L2",,,,,"793.02",,
23261160,"PMC3587277",,"National Academy of Sciences, USA",,"1091-6490",9.74,"PNAS","Hybrid","Tapasin-related protein TAPBPR is an additional component of the MHC class I presentation pathway",,,,,"792.00",,
,,,"Wiley-Blackwell",,"1097-0258",2.04,"Statistics in Medicine","Hybrid","Combining multiple imputation and meta-analysis with individual participant data",,,,,"791.19",,
23834268,"PMC2881129",,"Dartmouth Journal Services",,"0016-6731",,"Genetics",,"Distinct regulation of Mlh1p heterodimers in meiosis and mitosis in Saccharomyces cerevisae",,,,,"790.93",,
23398985,,,"National Academy of Sciences, USA",,"1091-6490",9.74,"PNAS","Hybrid","CaBP1, a neuronal Ca2+ sensor protein, inhibits inositol trisphosphate receptors by clamping intersubunit interactions",,,,,"786.98",,
23080298,"PMC3668577","10.1107/S174430911301292X","International Union of Crystallography",,"2053-230X",0.55,"Acta Crystallographica F","Hybrid","Structure of diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase from Acinetobacter baumannii.",0,,"CC-BY","Yes ","785.60","Theo Andrew",
21891790,,,"Landes Bioscience",,"1551-4005",5.24,"Cell Cycle","Hybrid","NF-kB regulates expression of Polo-like kinase 4",,,,,"783.73",,
22807091,,,"IOS Press",,,,"Journal of Alzheimer Disease",,"The Presenilin 1 P264L mutation presenting as non-fluent/agrammatic primary progressive aphasia",,,,,"780.25",,
23148093,"PMC3762823",,"Wiley-Blackwell",,"2324-9269","NONE","Molecular Genetics & Genomic Medicine","Pure","Whole exome sequencing identifies a novel variant in APOB causing accumulation of circulating mutant LDL in a family with autosomal dominant hypercholesterolaemia",,,,,"780.00",,"Pure"
23093724,,,"Brill",,"0929-0273",,"European Journal of Health Law",,"Adding value? : EU governance of organ donation and transplantation",,,,,"779.72",,
23422316,"PMC3606973",,"National Academy of Sciences, USA",,"1091-6490",9.74,"PNAS","Hybrid","Dimerization of complement factor H-related proteins modulates complement activation in vivo",,,,,"779.69",,
23364423,"PMC3502006",,"Frontiers",,,,"Frontiers in Immunological Memory","Pure OA","CD161+CD4+ T cells are enriched in teh liver during chronic hepatitis and associated with co-secretion of ill-22 and interferon-gamma",,,,,"775.82",,
,"PMC3447403","10.1107/S0907444912029599","International Union of Crystallography",,"0907-4449",14.1,"Acta Crystallographica D","Hybrid","Crystallization, dehydration and experimental phasing of WbdD, a bifunctional kinase and methyltransferase from Escherichia coli O9a",2,,"CC-BY","Yes ","774.19","Theo Andrew",
